"","scientificname","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","tipDR_10k_harmMeans","MarineOrNot","taxa","trait","value","Barren.Rocky","Cropland","Forest","Grassland","Mosaic.Cropland","Other","Savanna","Shrubland","Urban","Water.Body","Wetland","Min_Elev","Max_Elev","source","Andes_Overlap","Forest_Biome","Grass_Biome","Origin_Class","binOrigin_all","binOrigin_rodents","binOrigin_nonRod","A_H","NA_TeF","NA_TrF","SA_TeF","SA_TrF","NA_TeG","NA_TrG","SA_TeG","SA_TrG","z_NONE","endemic_protoAndesForest","endemic_lowlandForest","endemic_grassLowHigh","widespread_newBiomes"
"883","Cryptotis_merriami","Cryptotis_merriami_SORICIDAE_EULIPOTYPHLA","Cryptotis","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Cryptotis_merriami",0,0,0.229027871,0,"mammals","habitat_mol","Cropland,Forest",0,1,1,0,0,0,0,0,0,0,0,975,1650,"IUCN",NA,"Forest","","North_America",1,0,1,"0","0","1","0","0","0","1","0","0","1",0,0,0,1
"884","Cryptotis_orophila","Cryptotis_orophila_SORICIDAE_EULIPOTYPHLA","Cryptotis","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Cryptotis_orophila",0,0,0.231794382,0,"mammals","habitat_mol","Forest,Shrubland,Wetland",0,0,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,"Forest","","North_America",1,0,1,"1","0","1","0","0","0","1","0","0","1",0,0,0,1
"885","Dermanura_aztecus","Dermanura_aztecus_PHYLLOSTOMIDAE_CHIROPTERA","Dermanura","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Artibeus_aztecus",1,0,0.190561764,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"886","Glossophaga_leachii","Glossophaga_leachii_PHYLLOSTOMIDAE_CHIROPTERA","Glossophaga","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Glossophaga_leachii",2,0,0.170402651,0,"mammals","habitat_mol","Forest,Urban,Other",0,0,1,0,0,1,0,0,1,0,0,0,2400,"from 2 sources",NA,"Forest","","South_America",0,0,0,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"887","Handleyomys_rostratus","Handleyomys_rostratus_CRICETIDAE_RODENTIA","Handleyomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,2,0,0.178679044,0,"mammals","habitat_mol","Mosaic Cropland,Other,Forest",0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"888","Handleyomys_saturatior","Handleyomys_saturatior_CRICETIDAE_RODENTIA","Handleyomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,2,0,0.230753458,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,750,2500,"IUCN",NA,"Forest","","North_America",1,1,0,"1","0","1","0","0","0","0","0","0","1",0,0,0,1
"889","Liomys_salvini","Liomys_salvini_HETEROMYIDAE_RODENTIA","Liomys","HETEROMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Liomys_salvini",2,0,0.12756075,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1500,"from 2 sources",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"890","Marmosa_mexicana","Marmosa_mexicana_DIDELPHIDAE_DIDELPHIMORPHIA","Marmosa","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia","Marmosa_mexicana",8,0,0.094553669,0,"mammals","habitat_mol","Other,Forest,Grassland",0,0,1,1,0,1,0,0,0,0,0,0,3000,"from 2 sources",NA,"Forest","Grass_Savanna","South_America",0,0,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"891","Scotinomys_teguina","Scotinomys_teguina_CRICETIDAE_RODENTIA","Scotinomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Scotinomys_teguina",7,0,0.088196242,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,900,2940,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","0","1","0","0","0","0","0","0","1",0,0,0,1
"892","Myotis_elegans","Myotis_elegans_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_elegans",2,0,0.355144687,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,750,"from 2 sources",NA,"Forest","","North_America",1,0,1,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"893","Peromyscus_gymnotis","Peromyscus_gymnotis_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_gymnotis",2,0,0.27699475,0,"mammals","habitat_mol","Other,Forest",0,0,1,0,0,1,0,0,0,0,0,0,1775,"from 2 sources",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","1","0","0","1",0,0,0,1
"894","Neotoma_chrysomelas","Neotoma_chrysomelas_CRICETIDAE_RODENTIA","Neotoma","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Neotoma_chrysomelas",0,0,0.219110768,0,"mammals","habitat_mol","Forest,Barren/Rocky",1,0,1,0,0,0,0,0,0,0,0,NA,2000,"IUCN",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"895","Nyctomys_sumichrasti","Nyctomys_sumichrasti_CRICETIDAE_RODENTIA","Nyctomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Nyctomys_sumichrasti",4,0,0.047021063,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1800,"from 2 sources",NA,"Forest","","North_America",1,1,0,"0","0","1","0","1","0","0","0","0","1",0,1,0,0
"896","Orthogeomys_grandis","Orthogeomys_grandis_GEOMYIDAE_RODENTIA","Orthogeomys","GEOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Orthogeomys_grandis",3,0,0.163837289,0,"mammals","habitat_mol","Other,Forest",0,0,1,0,0,1,0,0,0,0,0,0,2700,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","0","1","0","0","0","1","0","0","1",0,0,0,1
"897","Ototylomys_phyllotis","Ototylomys_phyllotis_CRICETIDAE_RODENTIA","Ototylomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Ototylomys_phyllotis",8,0,0.070455502,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1900,"from 2 sources",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"898","Peromyscus_aztecus","Peromyscus_aztecus_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_aztecus",5,0,0.322167778,0,"mammals","habitat_mol","Other,Forest",0,0,1,0,0,1,0,0,0,0,0,500,3200,"IUCN",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"899","Peromyscus_beatae","Peromyscus_beatae_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_beatae",1,0,0.364436775,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1371,3810,"Mammals of Mexico",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"900","Peromyscus_mexicanus","Peromyscus_mexicanus_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_mexicanus",4,0,0.277988513,0,"mammals","habitat_mol","Cropland,Forest,Shrubland,Barren/Rocky",1,1,1,0,0,0,0,1,0,0,0,600,3000,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"901","Peromyscus_stirtoni","Peromyscus_stirtoni_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_stirtoni",1,0,0.1664281,0,"mammals","habitat_mol","Forest,Barren/Rocky",1,0,1,0,0,0,0,0,0,0,0,200,1000,"IUCN",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","1","0","0","1",0,0,0,1
"902","Reithrodontomys_gracilis","Reithrodontomys_gracilis_CRICETIDAE_RODENTIA","Reithrodontomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Reithrodontomys_gracilis",5,0,0.265851771,0,"mammals","habitat_mol","Forest,Shrubland",0,0,1,0,0,0,0,1,0,0,0,0,1800,"from 2 sources",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","1","0","0","1",0,0,0,1
"903","Reithrodontomys_sumichrasti","Reithrodontomys_sumichrasti_CRICETIDAE_RODENTIA","Reithrodontomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Reithrodontomys_sumichrasti",4,0,0.211647629,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,800,4000,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"904","Rhogeessa_bickhami","Rhogeessa_bickhami_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,0.193430725,0,"mammals","habitat_mol","Other,Mosaic Cropland,Forest",0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"North_America",1,0,1,"1","0","1","0","0","0","1","0","0","1",0,0,0,1
"905","Rhogeessa_tumida","Rhogeessa_tumida_VESPERTILIONIDAE_CHIROPTERA","Rhogeessa","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Rhogeessa_tumida",20,0,0.171121357,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Urban,Forest",0,1,1,0,1,0,0,0,1,0,0,0,1800,"from 2 sources",NA,"Forest","","North_America",1,0,1,"0","1","1","0","0","1","1","0","0","1",0,0,0,1
"906","Sciurus_deppei","Sciurus_deppei_SCIURIDAE_RODENTIA","Sciurus","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Sciurus_deppei",1,0,0.206407122,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,2800,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"907","Sciurus_variegatoides","Sciurus_variegatoides_SCIURIDAE_RODENTIA","Sciurus","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Sciurus_variegatoides",2,0,0.257173,0,"mammals","habitat_mol","Cropland,Other,Forest",0,1,1,0,0,1,0,0,0,0,0,0,2600,"from 3 sources",NA,"Forest","","North_America",1,1,0,"1","0","1","0","0","0","1","0","0","1",0,0,0,1
"908","Spilogale_angustifrons","Spilogale_angustifrons_MEPHITIDAE_CARNIVORA","Spilogale","MEPHITIDAE","CARNIVORA","Caniformes","Laurasiatheria","Spilogale_angustifrons",0,0,0.183347859,0,"mammals","habitat_mol","Mosaic Cropland,Forest,Barren/Rocky",1,0,1,0,1,0,0,0,0,0,0,0,3000,"from 3 sources",NA,"","","North_America",1,0,1,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"909","Sturnira_hondurensis","Sturnira_hondurensis_PHYLLOSTOMIDAE_CHIROPTERA","Sturnira","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,4,0,0.276428739,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,2240,"Mammals of Mexico",NA,NA,NA,"South_America",0,0,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"910","Tylomys_nudicaudus","Tylomys_nudicaudus_CRICETIDAE_RODENTIA","Tylomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Tylomys_nudicaudus",8,0,0.144773175,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,2300,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","0","1","0","0","0","0","0","0","1",0,0,0,1
"911","Pattonomys_semivillosus","Pattonomys_semivillosus_ECHIMYIDAE_RODENTIA","Pattonomys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires",NA,3,0,0.106538228,0,"mammals","habitat_mol","Forest,Savanna",0,0,1,0,0,0,1,0,0,0,0,0,600,"from 2 sources",0.13834477,"Forest","Grass_Savanna","South_America",0,0,0,"1","0","1","0","1","0","0","1","1","1",0,0,0,1
"912","Peropteryx_trinitatis","Peropteryx_trinitatis_EMBALLONURIDAE_CHIROPTERA","Peropteryx","EMBALLONURIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Peropteryx_trinitatis",2,0,0.125161656,0,"mammals","habitat_mol","Forest,Other",0,0,1,0,0,1,0,0,0,0,0,NA,400,"Mammals of South America, Volume 1",NA,"Forest","","South_America",0,0,0,"1","0","0","0","1","0","0","0","1","1",0,0,0,1
"913","Rhipidomys_couesi","Rhipidomys_couesi_CRICETIDAE_RODENTIA","Rhipidomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Rhipidomys_couesi",0,0,0.240723235,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,10,1500,"from 2 sources",0.403180434,"Forest","","North_America",1,1,0,"0","0","0","0","1","0","0","0","0","1",0,1,0,0
"914","Lophostoma_schulzi","Lophostoma_schulzi_PHYLLOSTOMIDAE_CHIROPTERA","Lophostoma","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Lophostoma_schulzi",6,0,0.133103508,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","1",0,1,0,0
"915","Neacomys_dubosti","Neacomys_dubosti_CRICETIDAE_RODENTIA","Neacomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Neacomys_dubosti",2,0,0.140252534,0,"mammals","habitat_mol","Mosaic Cropland,Forest",0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","North_America",1,1,0,"0","0","0","0","1","0","0","0","1","1",0,0,0,1
"916","Corynorhinus_mexicanus","Corynorhinus_mexicanus_VESPERTILIONIDAE_CHIROPTERA","Corynorhinus","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Corynorhinus_mexicanus",3,0,0.13592813,0,"mammals","habitat_mol","Forest,Other",0,0,1,0,0,1,0,0,0,0,0,0,3200,"from 3 sources",NA,"Forest","","North_America",1,0,1,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"917","Cratogeomys_fumosus","Cratogeomys_fumosus_GEOMYIDAE_RODENTIA","Cratogeomys","GEOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Cratogeomys_fumosus",3,0,0.242917368,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Forest,Grassland",0,1,1,1,1,0,0,0,0,0,0,300,3370,"from 2 sources",NA,"Forest","Grass_Savanna","North_America",1,1,0,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"918","Cryptotis_alticola","Cryptotis_alticola_SORICIDAE_EULIPOTYPHLA","Cryptotis","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Cryptotis_alticola",1,0,0.210015842,0,"mammals","habitat_mol","Forest,Grassland",0,0,1,1,0,0,0,0,0,0,0,2460,4400,"IUCN",NA,"Forest","Grass_Savanna","North_America",1,0,1,"1","1","1","0","0","0","1","0","0","1",0,0,0,1
"919","Cynomops_mexicanus","Cynomops_mexicanus_MOLOSSIDAE_CHIROPTERA","Cynomops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Cynomops_mexicanus",0,0,0.264810587,0,"mammals","habitat_mol","Urban,Forest",0,0,1,0,0,0,0,0,1,0,0,0,1600,"from 2 sources",NA,"Forest","","South_America",0,0,0,"0","0","1","0","0","0","1","0","0","1",0,0,0,1
"920","Glossophaga_morenoi","Glossophaga_morenoi_PHYLLOSTOMIDAE_CHIROPTERA","Glossophaga","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Glossophaga_morenoi",1,0,0.154071339,0,"mammals","habitat_mol","Forest,Urban,Other",0,0,1,0,0,1,0,0,1,0,0,0,1500,"from 2 sources",NA,"Forest","","South_America",0,0,0,"0","1","1","0","0","0","1","0","0","1",0,0,0,1
"921","Handleyomys_melanotis","Handleyomys_melanotis_CRICETIDAE_RODENTIA","Handleyomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,3,0,0.178191373,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"922","Nelsonia_goldmani","Nelsonia_goldmani_CRICETIDAE_RODENTIA","Nelsonia","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Nelsonia_goldmani",0,0,0.150942781,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","0",0,1,0,0
"923","Hodomys_alleni","Hodomys_alleni_CRICETIDAE_RODENTIA","Hodomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Hodomys_alleni",4,0,0.099777822,0,"mammals","habitat_mol","Shrubland",0,0,0,0,0,0,0,1,0,0,0,0,1800,"Mammals of Mexico",NA,"","","North_America",1,1,0,"0","0","0","0","0","0","1","0","0","1",0,0,1,0
"924","Myotis_melanorhinus","Myotis_melanorhinus_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_melanorhinus",2,0,0.429214683,0,"mammals","habitat_mol","Forest,Other",0,0,1,0,0,1,0,0,0,0,0,540,3100,"Mammals of Mexico",NA,"Forest","","North_America",1,0,1,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"925","Leptonycteris_nivalis","Leptonycteris_nivalis_PHYLLOSTOMIDAE_CHIROPTERA","Leptonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Leptonycteris_nivalis",2,0,0.118897847,0,"mammals","habitat_mol","Forest,Other,Barren/Rocky",1,0,1,0,0,1,0,0,0,0,0,500,5747,"from 6 sources",NA,"Forest","","South_America",0,0,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"926","Lepus_callotis","Lepus_callotis_LEPORIDAE_LAGOMORPHA","Lepus","LEPORIDAE","LAGOMORPHA","Lagomorpha","Euarchontoglires","Lepus_callotis",1,0,0.356367919,0,"mammals","habitat_mol","Cropland,Shrubland,Grassland",0,1,0,1,0,0,0,1,0,0,0,750,750,"from 4 sources",NA,"","Grass_Savanna","North_America",1,0,1,"0","0","0","0","0","1","1","0","0","1",0,0,1,0
"927","Liomys_irroratus","Liomys_irroratus_HETEROMYIDAE_RODENTIA","Liomys","HETEROMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Liomys_irroratus",3,0,0.103068129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3050,"http://www.science.smith.edu/departments/Biology/VHAYSSEN/msi/pdf/i0076-3519-082-01-0001.pdf",NA,"","","North_America",1,1,0,"0","1","1","0","0","1","1","0","0","1",0,0,0,1
"928","Liomys_spectabilis","Liomys_spectabilis_HETEROMYIDAE_RODENTIA","Liomys","HETEROMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Liomys_spectabilis",2,0,0.152687668,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,880,1615,"from 2 sources",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"929","Megasorex_gigas","Megasorex_gigas_SORICIDAE_EULIPOTYPHLA","Megasorex","SORICIDAE","EULIPOTYPHLA","Soricidae","Laurasiatheria","Megasorex_gigas",1,0,0.05552505,0,"mammals","habitat_mol","Forest,Other,Shrubland",0,0,1,0,0,1,0,1,0,0,0,0,1800,"from 2 sources",NA,"Forest","","North_America",1,0,1,"0","1","1","0","0","0","1","0","0","1",0,0,0,1
"930","Microtus_mexicanus","Microtus_mexicanus_CRICETIDAE_RODENTIA","Microtus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Microtus_mexicanus",0,0,0.281757876,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1200,4115,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"931","Molossus_aztecus","Molossus_aztecus_MOLOSSIDAE_CHIROPTERA","Molossus","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Molossus_aztecus",0,0,0.178317316,0,"mammals","habitat_mol","Urban,Forest",0,0,1,0,0,0,0,0,1,0,0,1500,1300,"from 2 sources",NA,"Forest","","South_America",0,0,0,"0","1","1","0","0","0","1","0","0","1",0,0,0,1
"932","Musonycteris_harrisoni","Musonycteris_harrisoni_PHYLLOSTOMIDAE_CHIROPTERA","Musonycteris","PHYLLOSTOMIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Musonycteris_harrisoni",4,0,0.149849158,0,"mammals","habitat_mol","Forest,Other",0,0,1,0,0,1,0,0,0,0,0,0,1700,"from 2 sources",NA,"Forest","","South_America",0,0,0,"0","0","1","0","0","0","0","0","0","1",0,1,0,0
"933","Myotis_thysanodes","Myotis_thysanodes_VESPERTILIONIDAE_CHIROPTERA","Myotis","VESPERTILIONIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria","Myotis_thysanodes",5,0,0.232598609,0,"mammals","habitat_mol","Forest,Urban,Barren/Rocky,Other",1,0,1,0,0,1,0,0,1,0,0,1200,2850,"from 4 sources",NA,"Forest","","North_America",1,0,1,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"934","Peromyscus_hylocetes","Peromyscus_hylocetes_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_hylocetes",1,0,0.322429989,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,2300,2700,"IUCN",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","1",0,0,0,1
"935","Neotomodon_alstoni","Neotomodon_alstoni_CRICETIDAE_RODENTIA","Neotomodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Neotomodon_alstoni",8,0,0.151332502,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,2400,4960,"from 2 sources",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","0","0","0","0","0",0,0,0,1
"936","Notocitellus_adocetus","Notocitellus_adocetus_SCIURIDAE_RODENTIA","Notocitellus","SCIURIDAE","RODENTIA","Squirrel-related","Euarchontoglires","Spermophilus_adocetus",1,0,0.128812126,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Shrubland,Barren/Rocky",1,1,0,0,1,0,0,1,0,0,0,200,1200,"Mammals of Mexico",NA,"","","North_America",1,1,0,"0","0","0","0","0","0","1","0","0","0",0,0,1,0
"937","Osgoodomys_banderanus","Osgoodomys_banderanus_CRICETIDAE_RODENTIA","Osgoodomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Osgoodomys_banderanus",3,0,0.114361147,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,0,1400,"IUCN",NA,"Forest","","North_America",1,1,0,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
"938","Pappogeomys_alcorni","Pappogeomys_alcorni_GEOMYIDAE_RODENTIA","Pappogeomys","GEOMYIDAE","RODENTIA","Mouse-related","Euarchontoglires","Pappogeomys_alcorni",0,0,0.2141873,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forest","Grass_Savanna","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","0",0,1,0,0
"939","Peromyscus_levipes","Peromyscus_levipes_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_levipes",4,0,0.389982896,0,"mammals","habitat_mol","Forest,Shrubland,Barren/Rocky",1,0,1,0,0,0,0,1,0,0,0,690,3100,"IUCN",NA,"Forest","","North_America",1,1,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"940","Peromyscus_melanophrys","Peromyscus_melanophrys_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_melanophrys",3,0,0.213724233,0,"mammals","habitat_mol","Barren/Rocky",1,0,0,0,0,0,0,0,0,0,0,50,2700,"from 2 sources",NA,"","","North_America",1,1,0,"0","0","0","0","0","1","1","0","0","1",0,0,1,0
"941","Peromyscus_gratus","Peromyscus_gratus_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_gratus",2,0,0.203100346,0,"mammals","habitat_mol","Forest,Cropland,Shrubland,Grassland,Barren/Rocky",1,1,1,1,0,0,0,1,0,0,0,1710,3110,"from 2 sources",NA,"Forest","Grass_Savanna","North_America",1,1,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"942","Peromyscus_melanotis","Peromyscus_melanotis_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_melanotis",3,0,0.25237853,0,"mammals","habitat_mol","Forest,Grassland,Barren/Rocky",1,0,1,1,0,0,0,0,0,0,0,2000,2900,"from 2 sources",NA,"Forest","Grass_Savanna","North_America",1,1,0,"1","1","1","0","0","1","1","0","0","1",0,0,0,1
"943","Peromyscus_perfulvus","Peromyscus_perfulvus_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_perfulvus",2,0,0.21690367,0,"mammals","habitat_mol","Cropland,Forest",0,1,1,0,0,0,0,0,0,0,0,0,1300,"http://www.science.smith.edu/departments/Biology/VHAYSSEN/msi/pdf/i1545-1410-833-1-1.pdf",NA,"Forest","","North_America",1,1,0,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
"944","Peromyscus_sagax","Peromyscus_sagax_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_sagax",1,0,0.282538625,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1300,1700,"Mammals of Mexico",NA,"Forest","","North_America",1,1,0,"0","0","1","0","0","0","0","0","0","0",0,1,0,0
"945","Peromyscus_spicilegus","Peromyscus_spicilegus_CRICETIDAE_RODENTIA","Peromyscus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Peromyscus_spicilegus",2,0,0.257462604,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,15,2160,"from 2 sources",NA,"Forest","","North_America",1,1,0,"0","1","1","0","0","0","0","0","0","1",0,1,0,0
